2.00	3.00	2.00	2.00	2.00	6.00	5.00	0.00
4.00	4.00	4.00	3.00	3.00	2.00	3.00	1.00
2.00	4.00	6.00	6.01	4.01	1.00	1.00	0.00
2.00	3.00	3.00	3.00	2.00	4.00	1.00	1.00
2.00	3.00	6.00	6.00	2.00	3.00	3.00	1.00
2.00	4.00	6.02	5.02	3.00	1.00	1.00	0.00
2.00	4.00	4.00	6.00	3.00	2.00	3.00	1.00
1.00	4.00	6.00	3.00	3.00	2.00	2.00	0.00
2.00	1.00	1.00	1.00	1.00	5.00	4.00	0.00
2.00	2.00	4.00	4.00	3.00	3.00	3.00	0.00
2.00	4.00	6.00	3.00	3.00	3.00	4.00	1.00
2.00	3.00	3.00	2.00	2.00	6.00	3.00	1.00
1.00	6.00	4.00	3.00	3.00	3.00	3.00	1.00
1.00	3.00	4.00	5.00	5.00	1.00	2.00	0.00
2.00	2.00	3.00	2.00	3.00	1.00	4.00	1.00
1.98	2.02	4.00	3.98	3.03	2.98	3.00	1.00
4.00	3.00	4.00	5.00	2.00	4.00	1.00	1.00
1.00	4.00	3.00	6.00	5.00	3.00	3.00	0.00
1.00	3.00	6.00	4.00	5.00	1.00	1.00	0.00
4.00	2.00	3.00	2.00	1.00	6.00	6.00	1.00
2.00	3.00	3.00	2.00	2.00	4.00	1.00	0.00
4.00	4.00	4.00	6.00	3.00	2.00	3.00	1.00
2.00	1.00	3.00	3.00	2.00	3.00	1.00	0.00
2.00	2.00	1.00	1.00	1.00	3.00	3.00	1.00
4.00	5.00	4.00	5.00	3.00	2.00	1.00	0.00
1.00	4.00	6.00	6.00	4.00	3.00	1.00	0.00
1.00	3.00	6.00	5.00	5.00	3.00	4.00	0.00
2.00	4.00	1.00	1.00	2.00	4.00	3.00	0.00
2.00	1.00	4.00	3.00	2.00	5.00	5.00	0.00
2.00	3.00	3.00	2.00	2.00	3.90	0.90	0.00
1.00	4.00	4.00	2.00	2.00	5.00	5.00	0.00
2.00	5.13	2.13	2.13	0.87	2.87	4.13	0.00
2.00	4.00	2.39	2.39	0.61	4.00	4.39	0.00
1.98	2.68	4.70	5.96	5.32	1.00	3.60	0.00
4.52	2.69	3.00	1.70	3.23	3.23	3.96	0.00
3.69	3.25	2.95	2.11	2.79	3.00	4.05	0.00
4.00	4.00	3.00	2.00	1.00	4.00	4.00	0.00
2.39	1.22	3.89	4.39	2.33	3.05	3.05	0.00
1.00	4.02	2.69	3.04	2.34	3.00	4.31	0.00
0.68	3.01	4.00	2.21	3.00	0.51	3.00	0.00
1.00	4.00	5.99	3.00	3.00	2.00	2.00	0.00
1.02	4.02	6.56	2.84	1.88	1.60	1.82	0.00
4.00	4.00	1.00	1.00	1.00	3.00	4.00	1.00
2.02	3.00	4.56	5.67	3.00	2.33	3.34	0.00
2.32	4.31	5.99	6.84	3.47	1.00	1.22	0.00
1.25	2.96	5.67	3.58	5.26	1.09	0.77	0.00
2.09	4.08	4.23	5.69	1.77	3.16	2.72	0.00
2.56	4.48	1.96	2.29	0.54	3.99	4.75	0.00
1.98	3.14	4.32	3.20	2.98	5.20	6.03	0.00
5.13	3.12	4.06	3.06	1.68	5.21	3.00	0.00
