4.00	2.00	5.00	3.00	2.00	5.00	5.00	1.00
0.54	4.95	4.01	2.01	2.47	5.00	4.54	1.00
4.00	4.00	5.00	3.00	3.00	3.00	4.00	1.00
2.00	2.00	4.00	2.00	1.00	5.00	6.00	1.00
2.00	4.00	6.00	5.00	3.00	1.00	1.00	1.00
1.00	4.00	6.00	3.00	3.00	2.00	2.00	0.00
1.00	3.00	4.00	4.39	3.61	3.39	4.39	0.00
4.00	3.00	3.00	2.00	3.00	3.00	4.00	0.00
4.00	4.00	3.00	2.00	1.00	4.00	4.00	1.00
1.00	2.00	2.00	2.00	3.00	4.00	4.00	0.00
2.00	4.00	6.00	3.00	3.00	3.00	4.00	1.00
2.00	3.00	6.00	6.00	2.00	3.00	3.00	1.00
1.00	3.00	6.00	5.00	5.00	3.00	4.00	0.00
2.00	3.00	3.00	3.00	3.00	1.00	2.00	0.00
2.00	3.00	3.00	3.00	2.00	4.00	1.00	0.00
1.00	5.00	3.00	2.00	3.00	3.00	3.00	1.00
2.00	1.00	1.00	1.00	1.00	6.00	4.00	1.00
4.00	4.00	4.00	6.00	3.00	2.00	3.00	1.00
1.00	3.00	4.00	5.00	5.00	1.00	3.00	0.00
0.66	2.66	6.00	5.00	4.34	1.00	2.34	0.00
2.00	1.00	4.00	4.00	4.00	3.00	4.00	1.00
1.00	4.00	3.00	6.00	5.00	3.00	3.00	0.00
4.00	4.00	3.84	2.00	1.84	4.84	4.00	0.00
4.00	2.00	3.00	2.00	1.00	6.00	6.00	1.00
1.00	4.00	6.00	6.00	4.00	3.00	1.00	0.00
2.00	1.00	3.00	3.00	2.00	3.00	1.00	0.00
4.00	5.00	4.00	5.00	3.00	2.00	1.00	0.00
4.00	3.00	4.00	5.00	2.00	4.00	1.00	1.00
4.00	3.00	1.00	1.00	2.00	4.00	4.00	0.00
4.00	4.00	4.00	2.00	2.00	5.00	4.00	0.00
2.40	4.34	4.60	5.15	2.66	3.72	3.38	0.00
2.00	1.79	2.00	2.00	0.90	3.91	4.01	1.00
2.00	3.00	4.33	3.00	3.00	1.00	2.00	0.00
4.00	2.89	2.78	1.89	3.00	3.00	4.00	0.00
1.00	4.33	6.00	3.71	2.67	0.96	0.63	0.00
1.00	2.05	2.05	2.00	3.00	4.00	4.03	0.00
1.07	1.70	1.72	2.00	3.18	3.97	4.64	0.00
1.88	2.68	3.00	2.00	0.62	3.50	3.06	0.00
4.47	3.05	3.00	2.00	3.52	2.84	4.23	0.00
1.02	3.02	4.02	4.02	3.98	3.00	3.98	0.00
0.42	4.54	3.00	3.09	3.00	3.71	1.74	0.00
1.22	3.83	5.67	3.77	2.94	0.88	1.04	0.00
1.80	2.46	4.40	3.40	3.49	0.40	1.94	0.00
2.31	3.20	5.86	4.80	1.69	3.25	2.18	0.00
0.95	2.42	2.25	2.00	3.06	4.05	3.82	0.00
1.13	3.75	2.78	3.40	2.86	2.47	1.66	0.00
1.78	3.09	3.92	3.08	3.00	5.25	6.30	0.00
1.00	2.37	5.64	5.82	4.49	0.76	2.14	0.00
