5.00	4.00	3.00	2.00	3.00	4.00	4.00	1.00
2.00	3.00	5.00	6.00	5.00	1.00	3.00	0.00
2.00	1.00	4.00	4.00	4.00	3.00	4.00	1.00
2.00	1.00	1.00	1.00	2.00	6.00	4.00	1.00
1.00	2.00	2.00	2.00	3.00	4.00	4.00	0.00
2.00	6.00	3.00	3.00	3.00	1.00	3.00	1.00
4.00	4.00	4.00	3.00	3.00	2.00	3.00	1.00
2.00	3.00	3.00	2.00	5.00	3.00	4.00	1.00
2.00	5.00	2.00	2.00	3.00	3.00	4.00	1.00
2.00	3.00	2.00	2.00	2.00	6.00	5.00	0.00
1.00	3.00	4.00	2.74	5.00	2.13	3.13	1.00
2.00	1.00	4.00	3.00	2.00	5.00	5.00	1.00
2.00	4.00	5.00	5.00	3.00	3.00	3.00	1.00
2.00	4.24	3.00	2.00	3.24	2.76	2.24	1.00
2.00	1.00	3.00	3.00	2.00	3.00	1.00	0.00
2.00	4.00	6.00	4.00	3.00	2.00	1.00	0.00
1.36	4.45	2.55	1.55	2.08	5.36	3.09	1.00
1.00	4.00	6.00	6.00	4.00	1.00	1.00	0.00
1.00	6.00	4.00	3.00	3.00	3.00	3.00	1.00
2.00	4.00	1.00	2.00	3.00	4.00	2.00	0.00
4.00	4.00	4.00	6.00	3.00	2.00	3.00	1.00
3.96	3.01	3.99	2.98	1.98	4.00	2.99	1.00
2.00	4.08	5.00	3.08	2.00	5.00	6.00	1.00
4.00	3.00	4.00	5.00	2.00	4.00	1.00	1.00
1.00	3.00	6.00	5.00	5.00	3.00	4.00	0.00
4.00	2.00	3.00	2.00	1.00	6.00	6.00	1.00
1.00	4.00	3.00	6.00	5.00	3.00	3.00	0.00
4.00	2.00	5.00	3.00	2.00	5.00	5.00	0.00
1.00	3.00	6.00	4.00	5.00	1.00	1.00	0.00
1.00	4.00	4.00	3.00	3.00	1.00	1.00	0.00
2.00	5.00	1.00	1.00	1.00	4.00	4.00	0.00
1.00	3.00	4.00	3.00	3.00	1.00	3.00	0.00
4.00	5.00	4.00	5.00	3.00	2.00	1.00	0.00
2.00	4.00	3.80	5.00	1.80	3.00	3.00	0.00
1.00	4.00	6.00	6.00	4.00	3.00	1.00	0.00
1.00	3.00	4.00	5.00	5.00	1.00	2.00	0.00
1.02	2.95	2.52	1.51	0.46	3.98	3.03	0.00
1.00	4.00	4.00	2.00	3.00	4.00	5.00	0.00
2.00	4.37	4.63	4.63	3.37	3.00	3.00	1.00
0.63	4.03	2.29	2.23	3.00	3.03	1.62	0.00
2.00	1.92	4.00	1.90	0.81	5.01	5.99	0.00
1.00	2.91	4.34	5.18	4.92	0.91	2.00	0.00
1.03	2.02	2.02	1.99	2.95	4.01	4.00	0.00
1.02	1.74	1.26	1.05	2.43	4.21	3.86	0.00
4.00	4.00	1.00	1.00	1.00	3.00	4.00	1.00
2.00	1.90	4.00	1.88	0.77	5.01	5.99	0.00
0.60	2.70	6.42	5.09	4.49	0.22	1.69	0.00
2.02	3.00	4.90	3.39	3.56	3.98	5.56	0.00
2.00	2.17	4.00	2.17	1.35	5.00	6.00	0.00
1.02	2.39	4.04	1.97	3.42	3.05	1.58	0.00
0.94	3.03	4.04	4.30	3.28	3.22	4.42	0.00
2.42	4.01	3.61	1.53	1.56	5.58	3.28	0.00
2.38	1.30	3.84	1.99	0.27	5.39	6.15	0.00
0.93	4.48	5.68	2.25	2.90	2.30	2.02	0.00
2.00	2.04	4.00	2.21	1.34	4.92	6.08	0.00
