1.00	3.00	4.00	2.00	2.00	6.00	5.00	1.00
2.00	5.00	2.00	2.00	3.00	3.00	4.00	1.00
0.71	3.98	1.99	3.02	5.66	3.02	2.67	0.00
2.04	2.00	4.02	2.02	1.02	5.00	5.98	1.00
2.00	4.00	4.00	4.00	3.00	3.00	1.00	0.00
1.00	4.00	6.00	4.00	3.00	1.00	1.00	0.00
2.00	6.00	1.00	2.00	1.00	3.00	4.00	1.00
4.00	3.00	1.00	1.00	2.00	4.00	4.00	1.00
1.00	4.00	4.00	3.00	3.00	1.00	1.00	0.00
2.00	3.00	5.00	6.00	5.00	1.00	3.00	0.00
2.00	1.00	3.00	2.00	2.00	5.00	4.00	1.00
1.02	4.13	4.02	3.30	4.70	3.00	3.00	1.00
2.00	3.00	2.00	2.00	2.00	6.00	5.00	1.00
1.00	3.00	4.00	3.00	3.00	1.00	3.00	1.00
1.00	3.00	6.00	5.00	5.00	3.00	4.00	0.00
1.00	4.00	6.00	6.00	4.00	1.00	1.00	0.00
2.00	4.00	4.00	3.00	1.00	4.00	3.00	1.00
2.00	3.00	3.00	3.00	3.00	1.00	2.00	1.00
2.00	4.00	3.00	2.00	2.00	4.00	1.00	1.00
2.00	4.00	0.99	0.99	2.01	4.00	2.99	0.00
1.00	4.00	4.00	2.00	3.00	4.00	5.00	1.00
1.89	1.54	4.21	1.44	0.06	5.06	6.05	1.00
2.00	1.00	4.00	4.00	4.00	3.00	4.00	1.00
2.00	4.00	6.00	3.00	3.00	3.00	4.00	1.00
2.00	2.39	4.39	4.39	3.39	3.00	2.61	1.00
4.00	4.00	5.00	3.00	3.00	2.00	4.00	1.00
1.00	3.86	6.00	4.14	3.14	1.00	1.14	0.00
2.00	1.00	1.78	3.00	2.00	3.00	2.78	1.00
1.98	4.56	3.92	4.67	1.61	2.79	3.00	0.00
4.51	2.81	4.87	3.68	3.00	4.32	4.32	0.00
4.80	1.48	4.88	3.40	1.88	5.00	4.60	0.00
2.00	1.00	1.00	1.00	2.00	5.13	4.00	1.00
4.00	3.00	4.00	5.00	2.00	4.00	1.00	1.00
1.00	3.97	6.00	3.19	3.03	1.84	1.87	0.00
2.00	2.00	1.00	1.00	1.00	3.00	3.00	1.00
5.45	4.44	3.02	2.01	3.45	3.55	4.01	0.00
1.00	4.00	3.00	6.00	5.00	3.00	3.00	0.00
4.00	5.00	4.00	5.00	3.00	2.00	1.00	0.00
2.00	3.00	6.00	6.00	2.00	3.00	2.00	1.00
1.00	4.00	6.00	3.00	3.00	3.00	1.00	1.00
4.00	3.00	3.64	2.64	1.64	4.01	2.65	0.00
2.00	1.00	3.00	3.00	2.00	3.00	1.00	0.00
1.00	4.00	6.00	6.00	4.00	3.00	1.00	0.00
2.00	4.00	1.00	1.00	2.00	4.00	3.00	0.00
4.12	2.77	2.20	1.13	2.83	2.76	4.09	0.00
0.66	4.44	4.23	1.47	2.92	3.62	4.59	0.00
4.85	3.06	2.85	1.46	1.52	5.01	3.18	0.00
2.00	4.05	0.91	0.91	2.00	4.00	3.09	0.00
0.94	3.23	6.84	5.00	3.83	0.30	1.30	0.00
1.98	4.42	3.92	3.31	3.00	3.24	0.02	0.00
1.25	4.75	4.25	5.00	3.00	3.00	3.00	0.00
2.06	3.46	3.78	6.63	3.02	2.73	2.92	0.00
2.54	4.06	3.84	5.65	2.04	2.90	4.04	0.00
0.67	3.78	6.81	2.78	3.01	1.40	2.70	0.00
5.35	4.11	4.00	3.05	3.02	2.26	3.02	0.00
1.88	4.54	2.34	2.04	0.58	3.25	3.64	0.00
