2.00	2.00	3.00	2.00	3.00	1.00	4.00	1.00
2.00	1.00	4.00	3.00	2.00	5.00	5.00	1.00
1.00	4.00	6.00	3.00	3.00	1.00	1.00	0.00
4.00	4.00	5.00	3.00	3.00	2.00	4.00	0.00
1.00	4.00	4.00	3.00	2.00	3.00	1.00	0.00
2.00	3.00	3.00	2.00	2.00	4.00	1.00	1.00
4.00	3.00	5.00	4.00	3.00	4.00	4.00	0.00
2.00	1.00	4.00	4.00	4.00	3.00	4.00	1.00
2.00	3.00	3.00	2.00	2.00	6.00	3.00	1.00
2.00	2.00	4.00	4.00	3.00	1.00	3.00	1.00
4.00	3.00	4.00	5.00	2.00	4.00	1.00	1.00
2.00	4.00	6.00	3.00	3.00	3.00	4.00	1.00
2.00	4.00	4.00	2.00	2.00	6.00	5.00	0.00
2.00	3.00	6.00	6.00	2.00	3.00	3.00	1.00
2.00	4.00	2.00	2.00	1.00	4.00	4.00	0.00
4.00	2.60	2.40	0.60	1.00	4.40	5.40	1.00
1.00	4.00	6.00	6.00	4.00	3.00	1.00	0.00
0.81	4.00	6.00	4.00	3.00	0.81	1.00	0.00
1.00	3.00	6.00	3.00	3.00	4.00	2.00	1.00
2.00	1.00	2.00	2.00	2.00	5.00	5.00	1.00
0.79	4.00	6.00	4.00	3.00	0.79	1.00	1.00
2.00	4.00	5.00	5.00	3.00	3.00	3.00	1.00
2.00	2.96	2.96	3.00	3.38	1.24	3.76	1.00
2.00	1.00	1.00	1.00	5.00	4.00	2.00	0.00
2.00	4.00	5.00	3.00	2.00	4.00	6.00	1.00
4.00	5.00	4.00	5.00	3.00	2.00	1.00	0.00
2.00	5.00	3.00	4.00	2.00	3.00	3.00	1.00
0.98	2.98	6.03	5.00	4.01	1.00	2.00	1.00
4.00	2.00	3.00	2.00	1.00	6.00	6.00	1.00
5.00	4.00	4.00	2.00	2.00	6.00	4.00	0.00
2.00	3.00	3.00	2.00	5.00	3.00	4.00	1.00
4.00	4.00	3.00	3.00	3.00	2.00	3.00	1.00
2.33	3.01	3.30	2.30	2.66	2.34	2.01	1.00
1.01	4.12	4.28	4.55	3.00	3.39	4.27	0.00
1.00	3.00	6.00	5.00	4.00	1.00	2.00	0.00
1.00	3.00	4.00	5.00	5.00	1.00	2.00	0.00
2.05	-0.11	1.98	2.00	2.37	5.35	5.37	0.00
2.00	2.05	4.00	1.95	0.95	5.00	6.05	0.00
1.00	4.00	3.00	6.00	5.00	3.00	3.00	0.00
4.00	4.00	4.00	6.00	3.00	2.00	3.00	1.00
2.00	1.00	3.00	3.00	2.00	3.00	1.00	0.00
2.00	6.00	3.00	3.00	3.00	1.00	3.00	1.00
1.76	4.39	4.39	3.39	2.24	3.76	1.24	0.00
1.00	3.00	6.00	5.00	5.00	3.00	4.00	0.00
0.67	4.05	6.00	3.95	2.95	0.67	0.95	0.00
0.69	4.00	6.02	4.01	3.01	0.68	1.00	0.00
0.70	4.01	6.00	3.99	2.99	0.70	0.99	0.00
1.22	2.65	6.00	5.35	4.35	1.22	2.35	0.00
2.56	2.94	3.06	2.00	1.50	4.56	0.28	0.00
2.00	2.00	4.00	2.00	1.00	5.00	6.00	1.00
1.21	4.37	4.34	4.74	2.79	3.18	4.58	0.00
2.00	3.00	2.00	2.00	2.00	6.00	5.00	0.00
4.90	3.84	0.76	2.01	1.06	2.70	3.43	0.00
0.95	3.14	2.89	1.77	2.96	3.76	1.32	0.00
4.00	4.00	3.00	3.00	2.00	4.00	3.00	0.00
2.40	3.87	4.10	2.51	1.65	3.94	-0.33	0.00
2.09	4.40	2.46	2.38	0.53	4.38	4.31	0.00
2.42	5.80	1.76	1.61	2.84	3.00	3.84	0.00
