2.00	3.33	4.33	2.00	2.33	5.93	3.34	1.00
2.00	4.00	4.00	3.00	3.00	1.00	1.00	0.00
2.00	6.00	3.00	3.00	2.00	4.00	3.00	1.00
1.00	3.00	4.00	5.00	3.00	3.00	3.00	0.00
4.00	4.00	3.00	2.00	1.00	4.00	4.00	1.00
2.00	3.00	6.00	6.00	2.00	3.00	3.00	1.00
4.00	4.00	4.00	2.00	3.00	6.00	6.00	0.00
2.00	2.00	4.60	2.00	1.00	4.40	6.00	1.00
1.01	3.99	4.00	3.00	3.00	1.02	1.00	1.00
2.01	4.00	6.00	6.00	4.00	1.00	1.00	0.00
2.00	2.00	1.00	1.00	3.00	5.00	5.00	1.00
4.00	4.00	5.00	3.00	3.00	2.00	4.00	1.00
4.00	3.00	1.00	1.00	1.00	4.00	4.00	1.00
2.00	4.00	4.00	3.99	3.00	2.98	1.00	0.00
4.00	5.00	4.00	5.00	3.00	2.00	1.00	0.00
3.88	4.00	4.87	2.92	1.99	4.01	5.01	1.00
1.00	3.00	6.00	4.00	5.00	1.00	1.00	0.00
2.00	1.00	1.00	1.00	1.00	5.00	4.00	1.00
2.00	2.05	2.40	1.95	0.95	6.60	6.05	1.00
1.00	4.00	3.00	3.00	5.00	3.00	3.00	1.00
4.00	4.00	4.00	6.00	3.00	2.00	3.00	1.00
2.00	4.00	4.00	2.00	2.00	6.00	5.00	1.00
1.00	3.00	4.00	5.00	5.00	1.00	3.00	0.00
2.00	4.00	4.00	2.78	3.00	4.22	1.00	1.00
1.00	4.00	3.00	6.00	5.00	3.00	3.00	0.00
4.00	4.00	5.00	3.00	2.00	4.00	5.00	0.00
4.00	4.00	3.05	3.00	2.06	3.87	2.99	0.00
2.00	2.00	6.00	6.00	5.00	1.00	1.00	0.00
4.00	2.00	5.00	3.00	2.00	5.00	5.00	0.00
2.00	4.00	6.00	3.00	3.00	3.00	4.00	0.00
4.00	3.00	4.00	5.00	2.00	4.00	1.00	1.00
4.00	4.00	3.00	3.00	2.00	4.00	3.00	0.00
2.00	1.00	1.00	1.00	5.00	4.00	2.00	0.00
2.00	1.00	4.00	4.00	4.00	3.00	4.00	1.00
1.00	4.00	6.00	3.00	3.00	3.00	1.00	1.00
4.00	4.00	4.00	3.00	3.00	1.99	3.00	0.00
1.00	3.00	6.00	4.00	4.00	4.00	4.00	0.00
2.00	3.00	6.00	6.00	4.00	1.00	3.00	0.00
4.00	2.00	3.00	2.00	1.00	6.00	6.00	1.00
2.00	4.00	6.00	4.10	3.00	1.90	1.00	0.00
2.00	2.00	3.00	2.00	3.00	1.00	4.00	1.00
2.00	4.00	6.00	4.00	3.00	2.00	1.00	0.00
0.48	2.60	4.06	5.12	3.40	2.94	3.00	0.00
2.00	0.71	4.14	3.42	2.56	5.00	4.58	0.00
2.56	4.56	3.76	3.16	3.00	2.84	1.00	0.00
0.44	2.60	5.40	2.44	3.00	2.69	1.02	0.00
2.32	1.52	2.82	1.93	2.99	3.00	2.71	0.00
1.00	4.00	4.00	3.00	3.00	1.00	1.00	0.00
2.40	4.00	4.00	3.00	3.00	1.00	1.00	0.00
2.00	3.90	4.06	1.40	1.76	6.44	3.82	0.00
5.22	4.00	4.00	3.00	3.00	2.00	3.00	0.00
2.34	4.00	6.00	5.73	3.86	0.91	1.00	0.00
1.14	3.25	5.83	4.20	3.94	3.86	3.86	0.00
2.00	0.75	3.85	3.50	2.60	4.88	4.46	0.00
2.09	4.35	3.46	2.03	1.95	6.68	4.24	0.00
1.14	2.58	4.12	2.15	2.02	6.82	3.61	0.00
0.54	4.00	5.81	4.26	3.01	0.71	1.10	0.00
-0.09	2.69	3.21	1.60	2.16	3.81	1.65	0.00
1.02	4.10	5.30	2.86	3.56	2.76	4.21	0.00
